Date	Id	AuthorId	Timestamp	PlaceId	Text	Retweet	Reply	Like	Quote	Impression
20230204	1621713071126319104	1257065658447257600	2023-02-04 03:31:40+00:00	946ccd22e1c9cda1	OH EAST PALESTINE TRAIN DERAILMENT 1020 EAST TAGGART RD MULT SVCS OS W TRAIN DERAILMENT INTO STRUCTURE, HVY FIRE, REQ TANKER TASK FORCE FROM PATIP UEA01	5	5	19	2	8022
20230204	1621716225683296256	1563139332084404225	2023-02-04 03:44:12+00:00	0be8f6b1807525ef	Big train wreck and fire can see it from my place over a mile away!	28	2	46	3	10427
20230204	1621719326209327105	953775346939244545	2023-02-04 03:56:32+00:00	b6edf850dd91a491	What an interesting radar phenomenon thatshared a few minutes ago with a fiery train crash being picked up on radar I have put these 3 images together from Precipitation Depiction 05 and SuperRes Reflectivity Tilt 1 4 A unique sight to be seen!	0	1	0	0	217
20230204	1621721852744802304	1257065658447257600	2023-02-04 04:06:34+00:00	efeb0f4d475125fa	OH EAST PALESTINE TRAIN DERAILMENT 1020 EAST TAGGART RD UD HVY FIRE FROM MULT TRAIN CARS, EVAC OF RESIDENTS 1 MILE RADIUS OF DERAILMENT UEA01	0	0	2	0	160
20230204	1621725968787279872	1176026136117166080	2023-02-04 04:22:55+00:00	0be8f6b1807525ef	 Train derailment sparks massive explosionCurrently, multiple emergency crews are responding to reports of a major fire caused by a tanker train derailment leading to multiple explosions All residents nearby are now being evacuated	1198	218	2314	186	660957
20230204	1621841421509529600	1391523923058118657	2023-02-04 12:01:41+00:00	de599025180e2ee7	A train derailment in East Palestine, OH has caused a major fire May head that way this morning	0	3	23	0	1269
20230204	1621728278200434688	1357185319829921794	2023-02-04 04:32:06+00:00	8f16af9f16f59631	Beaver County Pa100 car fire and derailmentglow worm!	3	4	15	1	3245
20230204	1621728734981005312	1232428709086482439	2023-02-04 04:33:55+00:00	efeb0f4d475125fa	andhave been updating our subscribers to this tran derailment, UEA01 has posted pictures he has received	0	0	4	0	1790
20230204	1621732169373605889	1176026136117166080	2023-02-04 04:47:34+00:00	0be8f6b1807525ef	 Train derailment has caused a massive fire and explosion in East Palestine, OH, just NW of Pittsburgh Over 100 oil tanker cars carrying Chlorine gas crashed into a gas station Anyone within a 1mile radius is under mandatory evacuation	580	95	1027	77	258178
20230204	1621732420142637062	2786251505	2023-02-04 04:48:33+00:00	01b347e54132a78d	This is about an hour northwest of Pittsburgh just across the OH line from Beaver CoWKBN in Youngstown reportsthat a building fire there was caused by the derailment Hazmat responding amp police in East Palestine evacuating residents from about a 1mile radius of that fire	3	0	6	0	1568
20230204	1621733183531225089	1480018403863760897	2023-02-04 04:51:35+00:00	5d058f2e9fe1516c	Train derailment in	1	1	4	0	1392
20230204	1621734860711755777	1480018403863760897	2023-02-04 04:58:15+00:00	5d058f2e9fe1516c	Police on loudspeakers urging residents to evacuate immediately	2	1	2	0	810
20230204	1621726758926958593	2786251505	2023-02-04 04:26:04+00:00	018861ac17da0567	BREAKING A viewer sent me this pictureEmergency crews on the scene of a major fire caused by a train derailment in East Palestine	103	10	261	26	129444
20230204	1621736566338064384	1257065658447257600	2023-02-04 05:05:02+00:00	efeb0f4d475125fa	OH EAST PALESTINE TRAIN DERAILMENT 1020 EAST TAGGART RD UD OFFICIALS HAVE ISSUED A SHELTER IN PLACE FROM TAGGART RD NORTH OF LEAKEOIL TO PLEASANT ST UEA01	1	1	1	1	657
20230204	1621736498390245376	1257065658447257600	2023-02-04 05:04:46+00:00	efeb0f4d475125fa	OH EAST PALESTINE TRAIN DERAILMENT 1020 EAST TAGGART RD UD OVER TANKER TRAIN 100 CARS POSSIBLY INVOLVED, EVACUATION SHELTER AT EAST PALESTINE HIGH SCHOOL UEA01	1	0	2	1	618
20230204	1621815006705684481	1582434703721828357	2023-02-04 10:16:44+00:00	0be8f6b1807525ef	East Palestine, OH Train derailment More to come	8	1	27	1	10089
20230204	1621798761323237376	86720236	2023-02-04 09:12:10+00:00	07d9c928fe885001	Train derailment causes massive fire in Ohio	0	0	0	0	270
20230204	1621797663715823616	1582434703721828357	2023-02-04 09:07:49+00:00	0be8f6b1807525ef	Big Breaking story out of East Palestine, OH A train derailment happened overnight Crews still on scene fighting the flameshas been covering since late last night We will have more on this morning at 6am	0	0	1	0	554
20230204	1621790968381935619	1257065658447257600	2023-02-04 08:41:12+00:00	efeb0f4d475125fa	OH EAST PALESTINE TRAIN DERAILMENT 1020 EAST TAGGART RD UD STILL HVY FIRE SHWG FROM MULT DERAILED TRAIN CARS, UNK INJS ATT UEA01	0	0	3	0	345
20230204	1621758771394404352	1551743053416861697	2023-02-04 06:33:16+00:00	393fe5a8ff4b5a27	I havent seen any updates, but I have been on the road back from the derailment If I hear anything Ill let you know	0	1	1	0	83
20230204	1621837236303024128	1001832262302945280	2023-02-04 11:45:04+00:00	946ccd22e1c9cda1	NOW officials holding a press conference after a train derailment and fire in East Palestine, OH This is right near the state line, bordering Beaver County 	2	0	6	0	1560
20230204	1621748360704102400	1257065658447257600	2023-02-04 05:51:54+00:00	efeb0f4d475125fa	OH EAST PALESTINE TRAIN DERAILMENT 1020 EAST TAGGART RD UD 2ND TANKER FILL SITE SET UP, CEASING FIRE OPS SOUTH OF THE TRACKS,UNK CHEMICALS IN TANK CARS UEA01	2	1	4	1	786
20230204	1621745053663100929	774279812722651136	2023-02-04 05:38:46+00:00	0be8f6b1807525ef	East Palestine Train DerailmentTrain derailment has caused a massive fire and explosion in East Palestine, OH, just NW of Pittsburgh	11	2	10	1	3628
20230204	1621740809828573184	2177962496	2023-02-04 05:21:54+00:00	21077b8778f1728e	Omg, not too far from where I live Truly hoping the best for this terrible situation	0	0	0	0	74
20230204	1621739442628182016	1229618735104872448	2023-02-04 05:16:28+00:00	1661ada9b2b18024	Smoke as seen from the Pittsburgh, PA radar from a train derailment enduced fire in East Palestine, OH	20	2	43	1	3882
20230204	1621736856235679744	2786251505	2023-02-04 05:06:11+00:00	01b347e54132a78d	BREAKING More pictures of a major fire burning The result of a derailment tonight in East Palestine, OHHazmat responding and police in East Palestine evacuating residents reportedly from about a onemile radius of that fire	23	6	62	8	20089
20230204	1621750820084629504	1257065658447257600	2023-02-04 06:01:40+00:00	efeb0f4d475125fa	Train derailment causes massive fire in East Palestine, OhioIm listening to Columbiana County EMS Listen on	1	0	3	0	790
20230205	1622258120163557379	415835899	2023-02-05 15:37:30+00:00	e4a0d228eb6be76b	They call it equipment problems Liars Call it what it was A derailment	0	0	0	0	40
20230205	1622259375933882369	415835899	2023-02-05 15:42:30+00:00	e4a0d228eb6be76b	They are calling it equipment problems Its a derailment The trains are off the high iron !!!	0	1	3	0	180
20230205	1622266422737895425	481791927	2023-02-05 16:10:30+00:00	45a0ea3329c38f9f	Bishop Bonnar offers his thoughts on the train derailment fire in East Palestine, and invokes the Blessed Mother, Our Lady of Lourdes	0	0	0	0	183
20230205	1622266632818069505	1307625437514862592	2023-02-05 16:11:20+00:00	bec68a93372eb249	Theyre saying it slipped off the tracks A person slips on ice Call it what it is Septa, a derailment	1	1	7	0	619
20230205	1622289177156157441	17456691	2023-02-05 17:40:55+00:00	0a0de7bd49ef942d	Another train derailment in Ohio But cant have the Keystone Pipeline Not safe Evacuations due to fire and hazardous materials in Ohio	22	2	31	2	1360
20230205	1622305935854108674	1307625437514862592	2023-02-05 18:47:30+00:00	07d9e190f6081001	Its a derailment Philly has a way with words In Philly Schools, we call HR the Office of Talent, and our continually failing schools part of the acceleration network A leopard cant change its spots In fact AmerisourceBergen is about ready to change its name to Cencora 	1	0	5	0	408
20230205	1622339457289519104	18081392	2023-02-05 21:00:42+00:00	00817d75276a95cf	Na blue pill man bi that A red pill man cant allow his affection for a woman to derail him off his dream The woman will end up disrespecting him if he fails Ur purpose should not be seconded to anything else	0	1	1	0	96
20230205	1622332661455806465	415835899	2023-02-05 20:33:42+00:00	e4a0d228eb6be76b	They classed it was equipment problems not a derailmentequipment problems	0	0	0	0	71
20230205	1622353617477935104	99620229	2023-02-05 21:56:58+00:00	2cb954ccdc0dba5f	Check out this article	0	0	1	0	49
20230205	1622357879180201984	1017216492121870336	2023-02-05 22:13:55+00:00	01328bb36334ade1	Who de try derail my GOAT	0	0	0	0	28
20230205	1622372126790664194	25523203	2023-02-05 23:10:31+00:00	7752760e11300208	50car train derailment causes big fire, evacuations in Ohio The Associated Press	0	0	0	0	37
20230205	1622243690876993537	1307625437514862592	2023-02-05 14:40:10+00:00	e4a0d228eb6be76b	Have they still not acknowledged the derailment? I woke up from all of the sirens last night since that underpass is only a block from me The MFL is how I get to work	0	0	5	0	164
20230205	1622318820856664064	285896452	2023-02-05 19:38:42+00:00	39ad4ce00a983b1c	You left out that vinyl chloride is also teratogenic	1	0	1	0	264
20230205	1622238377046056962	751318259232829440	2023-02-05 14:19:03+00:00	00295acf35a4bbf8	Amerikanci pičke odmah evakuišu stanovništvo kad se desi sranjepih	0	0	2	0	75
20230205	1622043599918563328	425422447	2023-02-05 01:25:04+00:00	6a2237c158771009	Please tell us what town in Ohio had the train derailment and fire Its a big stste!	0	0	0	0	41
20230205	1622227710918676487	14638536	2023-02-05 13:36:40+00:00	77def60fb9166b95	Voice tone and body language can completely alter the message being conveyedA simple gesture can derail it	0	0	0	0	13
20230205	1622233290857132032	1254820699950190592	2023-02-05 13:58:50+00:00	7589e3f2b73287da	Just IN__PDP Zonal President joins DAP with hundreds of workersRead full derail here	0	0	0	0	11
20230205	1622035252397981697	2419689306	2023-02-05 00:51:54+00:00	01a9a39529b27f36	You know in Switzerland when trains derail they do it in a very orderly fashion They even schedule their derailments in advance Amazing what international best practices can do, isnt it?	13	8	234	1	15494
20230205	1622039078626643968	2419689306	2023-02-05 01:07:07+00:00	01a9a39529b27f36	To those saying 2 man crews didnt prevent the East Palestine derailment youre right Thats why we need to bring back the caboose to ensure constant monitoring and utmost safety in todays railroad environment	20	12	259	2	19399
20230205	1622053438229028865	350533556	2023-02-05 02:04:10+00:00	01a9a39529b27f36	Im hopeful that this monstrously invasive plan will derail any plans DeSantis has for 2024	0	7	2	2	2309
20230205	1622058204828942337	1396157055380205571	2023-02-05 02:23:07+00:00	227e68f97204ed0f	Ok I did know about a train derailmentDidnt know it was this stuff though40 minutes away from us 	0	1	2	0	156
20230205	1622061326372847616	3192936475	2023-02-05 02:35:31+00:00	29df412574636590	Sant Shri Asharamji Bapu न दख क कस तरह स दश क youth वदश अनकरण करक नश करन, मत पत क आदर नह करन इस तरह स ससकत स derail ho गय थ इनह अपन ससकत क महनत समझन क लए Matru Pitru Pujan Diwas क शरआत कSachhi Raah Dikhane Waleरतम_पहल	0	0	0	0	6
20230205	1622040368744202240	2419689306	2023-02-05 01:12:14+00:00	01a9a39529b27f36	Train length doesnt automatically make trains derail!	0	2	0	0	82
20230205	1622093952370229248	2275299205	2023-02-05 04:45:09+00:00	6c686af766d8429c	Theres points of failure in every system theyre not always preventable This reminds me of a similar derailment near my home where a mechanical failure occurred between the detector and the next switch sending things sideways Luckily, cars were empty So didnt make news	0	0	0	0	23
20230205	1622106099871784960	95607921	2023-02-05 05:33:26+00:00	04291149b14feb9d	Wes have you heard of this train derailment incident approximately 21 miles south of Youngstown in E Palestine?I hope the wind doesnt blow from the south Train cars explosions, hazardous wastetoxic air	0	1	0	0	134
20230205	1622141296725852160	275654200	2023-02-05 07:53:17+00:00	27485069891a7938	Heyhow badly did COVID derail? There was a lot going on in season 21 inquiring minds	0	1	31	0	1653
20230205	1622168038446604289	219070696	2023-02-05 09:39:33+00:00	01864a8a64df9dc4	Sure, but what were seeing is a massive amp concerted effort to derail this on purely political amp power terms The arguments are not just silly but purposefully intended to damage the process A betrayal of Australians wishes to silence the previous very poor govt	0	0	0	0	18
20230205	1622171627625795585	950695815047036929	2023-02-05 09:53:49+00:00	0048e76260eee101	Luckily, there were no injuries in thisbound freight train derailment	0	0	1	0	626
20230205	1622091661554683905	2275299205	2023-02-05 04:36:03+00:00	6c686af766d8429c	This isnt a simple derailment, though Simple derailments in yards or the like do result in what you suggest When a freight train at speed suffers a failure like this and hits an immovable object like a switch, theres no way stuff stays upright Hence, detectors to catch it	0	1	2	0	59
20230206	1622680844660883456	1528366010666991620	2023-02-06 19:37:15+00:00	1c69a67ad480e1b1	They said a malfunction before the derailment Anyways these disasters are going to be coming in waves so be prepared	0	1	1	0	740
20230206	1622661145600397313	4670661258	2023-02-06 18:18:59+00:00	428422f4e73cce77	Senior night has been rescheduled due to evacuations from the train derailment situation in East PalestineWe not only want to thank, but send prayers to all the first responders taking care of this situation amp for their help in keeping everyone safe	2	0	9	0	1374
20230206	1622679179501215746	53688201	2023-02-06 19:30:38+00:00	9a974dfc8efb32a0	Crews will do a controlled release of a hazardous chemical to try to avert an explosion at the site of a burning derailed train, officials say	0	0	0	0	34
20230206	1622677180596596737	115121599	2023-02-06 19:22:42+00:00	9cacf32ef70c27ab	Lovely	0	0	0	0	2
20230206	1622675098766561280	25972070	2023-02-06 19:14:26+00:00	7a863bb88e5bb33c	Trail derailment	0	0	6	1	15259
20230206	1622674326511132681	1088086670711369729	2023-02-06 19:11:21+00:00	946ccd22e1c9cda1	Government cant make any magas leave their homes	0	1	2	0	54
20230206	1622671436363239424	16935915	2023-02-06 18:59:52+00:00	fbd6d2f5a4e4a15e	Winds blowing south towards WeirtonBoooOfficials now evacuated East Palestine due to planned bleed of Vinyl Chloride from the derailed train cars nasty stuffPets inside i suggest to my Weirton peeps	1	1	0	0	1626
20230206	1622666322973978626	128730166	2023-02-06 18:39:33+00:00	2d35518289e8d1e5	Airplanes dont derail	0	1	0	0	43
20230206	1622660313064644638	3438716765	2023-02-06 18:15:40+00:00	07d9cd952a080003	HAPPENING NOW Gov Josh Shapiro is set to give an update at PEMA on the East Palestine, OH Train Derailment, which occurred near the PAOH border	0	2	1	0	716
20230206	1622645234092965888	249858456	2023-02-06 17:15:45+00:00	00bb747d24d3c7ba	Closed Due To The East Palestine Train Derailment inon PA588 EBWB between Hwy 51Constitution Blvd and Samuel Street	1	0	1	0	704
20230206	1622655288879849477	249858456	2023-02-06 17:55:43+00:00	dd9c503d6c35364b	Closed Due To The East Palestine Train Derailment inon Enon Vly Road EBWB between Logtown Road and Enon Road	1	0	2	0	718
20230206	1622654518776193027	17770958	2023-02-06 17:52:39+00:00	00f751614d8ce37b	Husband has been called out to OH to help handle an emergency with a train derailmentYay for him but alsosingle mommin for the next week Send me all the luck and patience 	0	7	18	0	2451
20230206	1622652773190729752	249858456	2023-02-06 17:45:43+00:00	dd9c503d6c35364b	Closed Due To The East Palestine Train Derailment inon East Palestine Road EBWB between Ohio State Line and Rt 51	1	0	1	0	718
20230206	1622649507103092737	1266774052196270085	2023-02-06 17:32:44+00:00	888a254ab33a9e2e	The derail the argument guy has been found	0	0	10	0	423
20230206	1622680987787317248	158262281	2023-02-06 19:37:50+00:00	2c9a7524524ac60b	Is the train derailment in Ohio suspicious?	0	1	3	0	162
20230206	1622645232029270021	249858456	2023-02-06 17:15:45+00:00	dd9c503d6c35364b	Closed Due To The East Palestine Train Derailment inon Little Beaver Road NBSB between Rt 51 and Anderson Road	1	0	1	0	682
20230206	1622645056694779915	416285917	2023-02-06 17:15:03+00:00	946ccd22e1c9cda1	Okay was watching the news this morning about the train derailment in East Palestine Do you guys say Palasteen or Palastyne?	0	5	0	0	611
20230206	1622643966679056396	249858456	2023-02-06 17:10:43+00:00	dd9c503d6c35364b	Closed Due To The East Palestine Train Derailment inon Anderson Road EBWB between Rt 51 and Little Beaver Road	2	0	1	0	750
20230206	1622642709545594880	249858456	2023-02-06 17:05:43+00:00	dd9c503d6c35364b	Closed Due To The East Palestine Train Derailment inon Oakdale Road EBWB between Ridge Road and Rt 51	1	0	2	0	758
20230206	1622658419378331651	284377470	2023-02-06 18:08:09+00:00	dd9c503d6c35364b	will be giving an update shortly on the train derailment at the OhioPA border thats already prompted evacuations within a mile of the sceneYou can watch it here	0	0	1	1	2490
20230206	1622684781447155712	48355220	2023-02-06 19:52:54+00:00	1795f2e3639cab31	Crews will do a controlled release of a hazardous chemical to try to avert an explosion at the site of a burning derailed train, officials say	0	0	0	0	164
20230206	1622709011480031232	23610149	2023-02-06 21:29:11+00:00	00bf0ddb6be3dd05	Its vinyl chloride? And they havent evacuated!?	0	0	1	0	252
20230206	1622696316680736802	2179951	2023-02-06 20:38:44+00:00	946ccd22e1c9cda1	You are risking death Authorities say evacuate Beaver County before release chemicals from Ohio train derailmentvia	0	0	1	0	228
